asset_id,path,kind,source_url,creator_or_vendor,license,redistribution_status,sha256,theme,implementation_purpose,notes
pm-icon-136,assets/icons/pm-icon-136.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,bbf28e82200bde2c3d1e9a83dccf1ab58d8715b1d8107bc03ed4b78ecef7930d,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / editor-local-replace
pm-icon-137,assets/icons/pm-icon-137.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,28b80c18ce55e954c9489d57e8689cd810342ff7b17e8f4379dec642d3cc2e81,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / editor-explorer-collapsed
pm-icon-138,assets/icons/pm-icon-138.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,038f99ca402446d509a12124dd701cbd41ab280f6a7b9b3c14bb17b85f2b88c8,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / editor-local-replace
pm-icon-139,assets/icons/pm-icon-139.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,6e75048dd1bd514a4a6383053b1e12376d55981bb93e463753d58f68ccc8124c,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / inspector-no-metadata-fields
pm-icon-140,assets/icons/pm-icon-140.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,e03dda843c52d063856ae6f79fd0f486f6c7468ae0dc05507fbf87d7e56668ff,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / editor-local-replace
pm-icon-141,assets/icons/pm-icon-141.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,7981350c02997dd49c809c88c02314fab4d20a880b35dd54abda113b2d13ee7f,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / editor-dual-two-manuscript
pm-icon-142,assets/icons/pm-icon-142.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,bacfa5563041d58f834ec2510e24cd9d1cef3a7b987b5a68fdb3c193d06a57f3,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / editor-dual-two-manuscript
pm-icon-143,assets/icons/pm-icon-143.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,1c798c8883910f77a2ac48851c437d4ce2b3ebecc1ddeaf0d5abcfbd36f6d0d7,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / editor-dual-two-manuscript
pm-icon-144,assets/icons/pm-icon-144.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,2d2441b2a901753dd2084276ddbc321004f5cdbda09dccb193224231f0754f61,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / editor-explorer-collapsed
pm-icon-145,assets/icons/pm-icon-145.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,1cbba5bc1a2c4eb4be1ec3f7201de2f9ef74566c04712066a9de5e0f1a53fb81,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / editor-explorer-collapsed
pm-icon-146,assets/icons/pm-icon-146.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,4ab9ee9213efd3aa849b38a815dba9e36b865158402363c80d9966b4fbd1e9eb,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / cards-drag-multiselect
pm-icon-147,assets/icons/pm-icon-147.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,b782e41decd7fe44df049571ee72819bc5b6e3c166b903bac08d54c404d75739,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / editor-inspector-collapsed
pm-icon-148,assets/icons/pm-icon-148.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,9d85d0835f88aa8d1d82b865f9c8eafb0c9a7cfdefbdd217499e5d13f6257b2f,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / cards-drag-multiselect
pm-icon-149,assets/icons/pm-icon-149.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,8175ef8f5400eddf23de4988090d5c3d40014a53216d4159ca6992c8c4ff6e71,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / editor-same-document-two-views
pm-icon-150,assets/icons/pm-icon-150.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,10c4953d5323f9a882000efaf638f1209eb9069ddb2384e5f344e73a702634e7,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / editor-same-document-two-views
pm-icon-151,assets/icons/pm-icon-151.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,98b665cada7e1aa07f4a57b0189e165f7064dac221a33982097f6d3ff3dbbd70,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / editor-inspector-collapsed
pm-icon-152,assets/icons/pm-icon-152.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,9b6bfa769fdb2533f2fd7625f2a1fcb51cb1fb03a5c344fc202782ab069afa0b,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / editor-context-menu-add-comment
pm-icon-153,assets/icons/pm-icon-153.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,d5b7a724039591195e4b60dc98267b88b59bd61c08abc3fc6a27ab8538926e92,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / editor-context-menu-add-comment
pm-icon-154,assets/icons/pm-icon-154.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,8b8117426e3ad666b05a78dffda20a86e042664a5bbb3c446630bfda53860a1d,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / cards-drag-multiselect
pm-icon-155,assets/icons/pm-icon-155.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,aaa6e03715459ac701c0b7bd346cd7bdb3ebb9d2c6ca2cf977a3d6f68aa6e420,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / editor-inspector-collapsed
pm-icon-156,assets/icons/pm-icon-156.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,28f739fe21d79ee7a4c1622dd6b594e4da142f640bb79cac5d593b9c0b41a2c2,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / editor-same-document-two-views
pm-icon-157,assets/icons/pm-icon-157.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,dc53e75d8ae7a19f00d7a660b58cb4c656fc106e926cf720e92e0b6d6c0403ce,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / editor-context-menu-add-comment
pm-icon-158,assets/icons/pm-icon-158.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,2009d80d1fff5076afcb6731bc55650fccf50152ca6394859ed0bdc6cbf23c98,both,icon glyph asset (token-colored in app),canonical source: PM / Components / Inspector Comments Cards
pm-icon-159,assets/icons/pm-icon-159.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,1aefb03146f17eed259ee219dfa5e6863ae03eff90ab452b9e25454bbeb9f65a,both,icon glyph asset (token-colored in app),canonical source: PM / Components / Inspector Comments Cards
pm-icon-160,assets/icons/pm-icon-160.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,5859f3907e3ef0d2f3945b528fef91495518df8ff5e7bc721d188dca38e15345,both,icon glyph asset (token-colored in app),canonical source: PM / Components / Inspector Comments Cards
pm-icon-161,assets/icons/pm-icon-161.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,de579631dbfaaab9c9731a61043540f7caccdfc18a6c397f426b5dcce40f2ba6,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / cards-drag-multiselect
pm-icon-162,assets/icons/pm-icon-162.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,9bf781b4ff4fd335722f509eb6357ffa69de61a830195010ff2bb53d24440422,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / cards-drag-multiselect
pm-icon-163,assets/icons/pm-icon-163.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,f0063af234b1f63a0c880030b0bdf462df543260d0f43521dfef26a86399783b,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / cards-collapsed-groups
pm-icon-164,assets/icons/pm-icon-164.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,761d90b033e205c47fcca4a381fb4ee60cbe068f39ab14361b071ba06f2118d8,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / cards-collapsed-groups
pm-icon-165,assets/icons/pm-icon-165.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,808f8bd24686231ec0e91f54700ea8ea22a2e33043e4db1743d1be19d7b48e0b,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / export-project-output-controls
pm-icon-166,assets/icons/pm-icon-166.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,0719a56ee421b814307c8b5fa8a3ccfdcdf385f77836bf22763518cb9a3a7a82,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / export-project-output-controls
pm-icon-167,assets/icons/pm-icon-167.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,e49058581b8889fbe52a37c29d55f380a78beeefb4bdb6510769b7fcf9efc39b,both,icon glyph asset (token-colored in app),canonical source: PM / Components / Inspector Comments Cards
pm-icon-168,assets/icons/pm-icon-168.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,fabb0bc4900a5d40f471727733467f78cfec138acd6f795203fe9a80caea2a68,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / comments-resolved-thread
pm-icon-169,assets/icons/pm-icon-169.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,3c123e85e38f00326e4052d32ce85a32d81f3586411bc9928cb2b518ae5f642c,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / cards-drag-multiselect
pm-icon-170,assets/icons/pm-icon-170.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,204a3d397ae472d1bbfefd5b80f426091a101e7ae15493c7ac4c285f0b1e0400,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / cards-collapsed-groups
pm-icon-171,assets/icons/pm-icon-171.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,ee178ccea69cfb8246490f00b23107864bd2868894d6f6d3a71da9ca160c075c,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / cards-drag-multiselect
pm-icon-172,assets/icons/pm-icon-172.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,55e9b2920d7d776f931216a46300a8b73fe3db73a40c2de163a073b56ecbe7ef,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / cards-drag-multiselect
pm-icon-173,assets/icons/pm-icon-173.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,223f6c4b37375637f81a16ca5cb38463080b3b937907a18fcf5f5288db8acece,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / inspector-many-metadata-fields
pm-icon-174,assets/icons/pm-icon-174.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,7d2da795999c9ebbb3e0930be7ea5bbb26dd111d4886393cfefe5ba51cb9b5cd,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / editor-same-document-two-views
pm-icon-175,assets/icons/pm-icon-175.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,3eaf52dedbe60f6ffebbc0c0525dcf1d8f49d4d0b43194725f0cb19319749f5f,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / editor-same-document-two-views
pm-icon-176,assets/icons/pm-icon-176.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,f5799bcd2db1796a7a14a7b1cb5dba8101209504c018c3a00628559d7c4329ba,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / editor-same-document-two-views
pm-icon-177,assets/icons/pm-icon-177.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,f12f6b4d79f0306b41c203ee77dc2b94930b8f7305466845d39d6091706a3078,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / cards-collapsed-groups
pm-icon-178,assets/icons/pm-icon-178.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,ec4f9a53949bf651d74e64f5bff74267b3fed9bfa0a80c0647bd6e4093259740,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / editor-context-menu-add-comment
pm-icon-179,assets/icons/pm-icon-179.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,e7e6c4a394e3cef0b0a7200f8c733b1f16bba3a9655d74bfd538d7a7a63f697a,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / editor-context-menu-add-comment
pm-icon-180,assets/icons/pm-icon-180.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,9e71a9e58d8d666d31593832671cd5f7635a8855358b87835d153f72578b3d85,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / editor-context-menu-add-comment
pm-icon-181,assets/icons/pm-icon-181.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,5486a0a4af85f701cd2892ce203a65ba74686b6b130056582d9a19d2a2601747,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / cards-collapsed-groups
pm-icon-182,assets/icons/pm-icon-182.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,143cbd16d904c476ccc494d4e2e742c77e7ca3f18fc607ecd0eafbb796e4ca57,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / unsupported-pasted-image
pm-icon-183,assets/icons/pm-icon-183.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,51ee654df71f0725657034fab254325d00f6201173eb4ae8a46e9d02c34f72d4,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / unsupported-pasted-image
pm-icon-184,assets/icons/pm-icon-184.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,5e6ac913a55ca25ca98a38689efbe023f90254008aa1b9cad7245bb2a9b6106f,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / explorer-context-menu-actions
pm-icon-185,assets/icons/pm-icon-185.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,1dc0469dda2ba91dc4982a217cf40585f33bc8c111899bb5a8db450c525bf2aa,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / explorer-context-menu-actions
pm-icon-186,assets/icons/pm-icon-186.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,903420825b7a464fa91c02a669b404c1d9617953742e1f3c0767528e1926b4ba,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / unsupported-pasted-image
pm-icon-187,assets/icons/pm-icon-187.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,a6c7cca29fe9016e345eca1669a28dc0ea5bbfba4ebf0d7c732827cb2472d322,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / explorer-context-menu-actions
pm-icon-188,assets/icons/pm-icon-188.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,ba399d86852407546cefc632228c2f42d95b354034e13c2c5969ad7ef255fd3c,both,icon glyph asset (token-colored in app),canonical source: PM / Components / Search History Project
pm-icon-189,assets/icons/pm-icon-189.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,ec83072c29a8cfb4b0897b5e3055c155c4d04b88d17bf9b4584eb625ccf5c8e0,both,icon glyph asset (token-colored in app),canonical source: PM / Components / Search History Project
pm-icon-190,assets/icons/pm-icon-190.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,a6e94844a9219a470c9bbf414ceaff7ab1d3bdfec2d65d078fd7bfdcaa06d4bd,both,icon glyph asset (token-colored in app),canonical source: PM / Components / Search History Project
pm-icon-191,assets/icons/pm-icon-191.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,45c0bb293d2300bcc14179b5566d6c97bc1823a4dae75f1dfab111c96b5a74fb,both,icon glyph asset (token-colored in app),canonical source: PM / Components / Search History Project
pm-icon-192,assets/icons/pm-icon-192.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,1c8bbcde1158407afc8459469ff3ffd12f01c610a1d1dce39680f87ded3a6721,both,icon glyph asset (token-colored in app),canonical source: PM / Components / Search History Project
pm-icon-193,assets/icons/pm-icon-193.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,7c04f61897ddc20b73da7458883f73de7cb02a3ab8d2e223737cc328f7bebea2,both,icon glyph asset (token-colored in app),canonical source: PM / Components / Search History Project
pm-icon-194,assets/icons/pm-icon-194.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,faa1d5a7582967ee615c1c7d69942587c08da0c56b63e6b3aecf667dfa02d277,both,icon glyph asset (token-colored in app),canonical source: PM / Components / Search History Project
pm-icon-195,assets/icons/pm-icon-195.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,16b6b5892b52123e4f470d510d5ee24de23d6aac4e6a7905619fd80388f0f0b7,both,icon glyph asset (token-colored in app),canonical source: PM / Components / Search History Project
pm-icon-196,assets/icons/pm-icon-196.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,e5b9403c9d2d5671cf8cead98b9468d87de2bdb4c4609f3f724cf1928b7be687,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / export-numbering
pm-icon-197,assets/icons/pm-icon-197.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,146ab48138f64793c54ecf128ca0f259376a895d348b0bafe7903d29425c930b,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / export-numbering
pm-icon-198,assets/icons/pm-icon-198.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,fdf0663712a23fe96b4c0587a596736f5021a51267e81147d0fc035c5f562e0b,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / export-entire-manuscript
pm-icon-199,assets/icons/pm-icon-199.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,54d7e205e649ee4684f97ac7df37fc9805c468b0f1131345d468cf347d560a05,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / export-entire-manuscript
pm-icon-200,assets/icons/pm-icon-200.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,60faeaf0d27c633dc111b97ef188af83ffc3bc0c2a4138ab1c78fa088283abbd,both,icon glyph asset (token-colored in app),canonical source: PM / Components / Search History Project
pm-icon-201,assets/icons/pm-icon-201.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,02942b379bc1f3e3e665c2b1c6c3e30cb3a10d73cb433ce713ebd862847f548e,both,icon glyph asset (token-colored in app),canonical source: PM / Components / Search History Project
pm-icon-202,assets/icons/pm-icon-202.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,81b6799cf0b55fd19fdb46b135b3af9fefa30765ab0e4dcd530ef4d2c24eaa6f,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / unsupported-pasted-image
pm-icon-203,assets/icons/pm-icon-203.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,d5f804db1e6186e09df95cccee3c83445972e8420fa463ce134ca2a40ca5fe0d,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / unsupported-pasted-image
pm-icon-204,assets/icons/pm-icon-204.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,398bc55f5ed4c9af3a1fa019d39d8641217d7804afefd4c4ac643408c7eb17e3,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / explorer-context-menu-actions
pm-icon-205,assets/icons/pm-icon-205.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,392332ad0b0c0a56f94b2a61147b6698ed1ebbba5694134bf7717e50fd67e828,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / explorer-context-menu-actions
pm-icon-206,assets/icons/pm-icon-206.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,dd1d60d9a01fd8ce645004b7e95b664346a193cb5719a07ad5ed7f6201b921ac,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / explorer-context-menu-actions
pm-icon-207,assets/icons/pm-icon-207.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,17e41a84849b7dc4731c5368b1770d9712ecdf004d54a8e9cb0e1c0689b0b270,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / unsupported-pasted-image
pm-icon-208,assets/icons/pm-icon-208.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,cf3e93aa35c917883674279d0c9b32498d5ebe045e2b917dcaa057845838e639,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / editor-spellcheck-suggestions
pm-icon-209,assets/icons/pm-icon-209.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,962d55ef67694280daf164b2fee8f64b16ee9ca648177c99a1a6fe016b6f45cb,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / editor-spellcheck-suggestions
pm-icon-210,assets/icons/pm-icon-210.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,dce0de28135ad3a7781b435261a83c656f3aa67ce1503a02b22e7141f87c7029,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / editor-spellcheck-suggestions
pm-icon-211,assets/icons/pm-icon-211.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,74884915739687831e767414969f73b71c080adf0c23fff69ba346c7f4a7860c,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / editor-spellcheck-suggestions
pm-icon-212,assets/icons/pm-icon-212.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,1eb92d320680521bd99371203a3dd01fd81eb2f1c211fb6f6c368a5b6b05d9a8,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / editor-spellcheck-suggestions
pm-icon-213,assets/icons/pm-icon-213.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,de48b30b5ff262bc1dd7fefec805b6b25d760234f8b14815e7ec02e3d88c7147,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / editor-spellcheck-suggestions
pm-icon-214,assets/icons/pm-icon-214.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,f31a31031f7f58dff540f4a305bbc1c18baa14eb76056d967e212aa936fc4f55,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / editor-both-sidebars-collapsed
pm-icon-215,assets/icons/pm-icon-215.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,a9b3b830dfbf5eda4faeee484734764594736c02aa53c14a6805e59dc31176ad,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / history-named-snapshot
pm-icon-216,assets/icons/pm-icon-216.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,ac08b1497299f7a836afcac09780037f459d990955e6e38c641c0715779cc6ce,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / editor-dual-manuscript-research-right-focus
pm-icon-217,assets/icons/pm-icon-217.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,1be150ee5468c2c675103c9beea5815dd343aa77fa0cc8d689f0f1d5bf79c355,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / export-success
pm-icon-218,assets/icons/pm-icon-218.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,40f80515c10748921f9696eedc72b4c7c7000bf26299e9582ddb55a066409503,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / editor-local-find
pm-icon-219,assets/icons/pm-icon-219.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,c75fa7077dd90ff7f42bd6ac4da5743567d8903d3c03997d96f10377af893411,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / recently-deleted
pm-icon-220,assets/icons/pm-icon-220.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,84e708b5bc9d1882ab6c10d2a6ebf870cb875bbb6471e0dc6f93908757058faf,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / export-entire-manuscript
pm-icon-221,assets/icons/pm-icon-221.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,f6052f0fbf0d85ea5005b3f04954103049b739316f286a564ecf82347c81e895,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / editor-single-default
pm-icon-222,assets/icons/pm-icon-222.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,b7b1fbcd7736397be9dd08f6d6c0b7724c2437710dafa125c05a9298c3fdf38e,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / history-session-date-grouped
pm-icon-223,assets/icons/pm-icon-223.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,78356c92aa784c7706f63599476cfe8d8bf31d92b335d451690bfc29bf0bdc56,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / editor-dual-manuscript-research-left-focus
pm-icon-224,assets/icons/pm-icon-224.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,9ce800dc5d5e330955ed5dc163bfce807b25c4d89de54d8c7e11c6c780cedfd8,both,icon glyph asset (token-colored in app),canonical source: PM / Prototype Terminal / save-failure-retry / editor-saved
pm-icon-225,assets/icons/pm-icon-225.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,01da5394a9c09a89bdedc06e83ca6ba3bb7d6a4d18ac80ecc30a9d7844c3de22,both,icon glyph asset (token-colored in app),canonical source: PM / Screen / editor-semantic-content-and-breaks
pm-icon-226,assets/icons/pm-icon-226.svg,svg icon,,ParchMint design team (Penpot),exported from archive geometry; Material-aligned monochrome metaphor,included,aa7d7e35a38fbd1fb535994a20afd852b85c9548ae80bcb1b34ef432d399fb7c,both,icon glyph asset (token-colored in app),canonical source: PM / Prototype Terminal / cards-and-organize / editor-return
