requirement_id,requirement_summary,penpot_screen_ids,penpot_component_ids,implementation_modules,implementation_run_id,candidate_commit,developer_tests,independent_tests,test_charter_run_id,independent_test_run_id,test_charter_commit,independent_test_exemption,native_manual_tests,test_tier,status,current_notes
FMT-009,"Arbitrary per-selection font, size, color, and spacing overrides are deferred.",c6b492ab-8095-8078-8008-6701b08cbb40,e96ec683-a782-802c-8008-65f641eca84d|e96ec683-a782-802c-8008-65f64362a649,,,,,,,,,,,A,not_started,
FMT-010,"Scene Break and Page Break are atomic structural nodes, not marker text or paragraph styles.",c6b492ab-8095-8078-8008-6701b08cbb40,e96ec683-a782-802c-8008-65f641eca84d|e96ec683-a782-802c-8008-65f64362a649|e96ec683-a782-802c-8008-65f64a806611|e96ec683-a782-802c-8008-65f6497d189b,,,,,,,,,,,A,not_started,
FMT-011,Scene-break presentation is excluded from word count and search.,c6b492ab-8095-8078-8008-6701b08cbb40,e96ec683-a782-802c-8008-65f641eca84d|e96ec683-a782-802c-8008-65f64362a649|e96ec683-a782-802c-8008-65f6497d189b,,,,,,,,,,,A,not_started,
FMT-012,Page breaks map to export pagination behavior while remaining atomic editor nodes.,c6b492ab-8095-8078-8008-6701b08cbb40,e96ec683-a782-802c-8008-65f641eca84d|e96ec683-a782-802c-8008-65f64362a649|e96ec683-a782-802c-8008-65f64a806611,,,,,,,,,,,A,not_started,
FMT-013,"Normal paste retains only supported structure/marks, sanitizes unsafe HTML, and removes unsupported visual styling.",e96ec683-a782-802c-8008-660965c89f60|c6b492ab-8095-8078-8008-6701b08cbb40,e96ec683-a782-802c-8008-65f641eca84d|e96ec683-a782-802c-8008-66077a35ef6c|e96ec683-a782-802c-8008-65f64362a649,,,,,,,,,,,A,not_started,
FMT-014,Paste Without Formatting preserves paragraph boundaries but inserts plain text.,e96ec683-a782-802c-8008-660965c89f60|c6b492ab-8095-8078-8008-6701b08cbb40,e96ec683-a782-802c-8008-65f641eca84d|e96ec683-a782-802c-8008-66077a35ef6c|e96ec683-a782-802c-8008-65f64362a649,,,,,,,,,,,A,not_started,
FMT-015,Pasted images are rejected or omitted with a clear notification.,c6b492ab-8095-8078-8008-6701b08cbb40|e96ec683-a782-802c-8008-65fb56ee8f75,e96ec683-a782-802c-8008-65f641eca84d|e96ec683-a782-802c-8008-65f64362a649,,,,,,,,,,,A,not_started,
FMT-016,Enter creates a new paragraph; after title or heading it defaults to Body; Shift+Enter inserts a line break.,c6b492ab-8095-8078-8008-6701b08cbb40,e96ec683-a782-802c-8008-65f641eca84d|e96ec683-a782-802c-8008-65f64362a649,,,,,,,,,,,A,not_started,
FMT-017,"Tab indents list items inside lists. Outside lists, a literal Tab is inserted and preserved.",c6b492ab-8095-8078-8008-6701b08cbb40,e96ec683-a782-802c-8008-65f641eca84d|e96ec683-a782-802c-8008-65f64362a649,,,,,,,,,,,A,not_started,
FMT-018,"Empty list/quotation behavior, backspace merging, and atomic-node cursor behavior are documented and tested.",c6b492ab-8095-8078-8008-6701b08cbb40,e96ec683-a782-802c-8008-65f641eca84d|e96ec683-a782-802c-8008-65f64362a649,,,,,,,,,,,A,not_started,
FMT-019,Every deletable custom style supports deletion from its own list entry. Reserved styles do not.,,,,,,,,,,,,,A,not_started,
TOOL-001,"Editor mode has exactly one formatting toolbar, even with two panes.",e96ec683-a782-802c-8008-65f7fdf858b9,e96ec683-a782-802c-8008-65f644651aae,,,,,,,,,,,A,not_started,
TOOL-002,The toolbar remains visible whenever Editor mode is active and has no collapsed state in v1.,e96ec683-a782-802c-8008-65f7fdf858b9,e96ec683-a782-802c-8008-65f644651aae,,,,,,,,,,,A,not_started,
TOOL-003,Toolbar commands target the focused editor view.,e96ec683-a782-802c-8008-65f879cd4b83|e96ec683-a782-802c-8008-65f7fdf858b9,e96ec683-a782-802c-8008-65f644651aae,,,,,,,,,,,A,not_started,
TOOL-004,Toolbar interaction does not lose active editor context for command and undo routing.,e96ec683-a782-802c-8008-65f7fdf858b9,,,,,,,,,,,,A,not_started,
TOOL-005,"The toolbar exposes style selection, common inline marks, lists/quote, links, Scene Break, and Page Break. Comment creation remains in the editor context menu and Comments panel.",e96ec683-a782-802c-8008-65fa19493512|e96ec683-a782-802c-8008-65f9fa8f73f4|e96ec683-a782-802c-8008-65fa002ff390|e96ec683-a782-802c-8008-65fa061c369c|e96ec683-a782-802c-8008-65f9f48c32a9|e96ec683-a782-802c-8008-65f80715d743|e96ec683-a782-802c-8008-660965c89f60|c6b492ab-8095-8078-8008-6702042ef83c|e96ec683-a782-802c-8008-65f86db30e62|e96ec683-a782-802c-8008-65f879cd4b83|e96ec683-a782-802c-8008-65f886281b72|e96ec683-a782-802c-8008-65f80de435f3|e96ec683-a782-802c-8008-65f815dec29f|e96ec683-a782-802c-8008-65f8414ccd0f|e96ec683-a782-802c-8008-65f84b13b6c6|e96ec683-a782-802c-8008-65f83837a5e5|e96ec683-a782-802c-8008-65f89294547e|c6b492ab-8095-8078-8008-6701b08cbb40|e96ec683-a782-802c-8008-65f7fdf858b9|e96ec683-a782-802c-8008-6609938011df|e96ec683-a782-802c-8008-660966256515|e96ec683-a782-802c-8008-65fa1f2ce4b0|e96ec683-a782-802c-8008-65fa2a7463fd|e96ec683-a782-802c-8008-65fa24b8839c|e96ec683-a782-802c-8008-65fb59b02e93|e96ec683-a782-802c-8008-65fb56ee8f75,e96ec683-a782-802c-8008-65f641eca84d|e96ec683-a782-802c-8008-65f644651aae|e96ec683-a782-802c-8008-65f64567de5c,,,,,,,,,,,A,not_started,
TITLE-001,Each document has an independent display title and may contain a first block with the reserved Document Title role.,,,,,,,,,,,,,A,not_started,
TITLE-002,Renaming the tree/Card display title never edits document body content.,,,,,,,,,,,,,A,not_started,
TITLE-003,"When the first Document Title block changes, update the display title only if it matched the block's previous value.",,,,,,,,,,,,,A,not_started,
TITLE-004,"Once display and content titles diverge, later content-title changes do not overwrite the display title.",,,,,,,,,,,,,A,not_started,
TITLE-005,"If the display title later equals the current content title, synchronization resumes for subsequent content edits.",,,,,,,,,,,,,A,not_started,
TITLE-006,Removing or emptying the title block does not blank the display title.,,,,,,,,,,,,,A,not_started,
TITLE-007,Only the first reserved title block participates in synchronization.,,,,,,,,,,,,,A,not_started,
TITLE-008,Export does not duplicate an existing exported title block.,,,,,,,,,,,,,A,not_started,
META-001,Every group and document has a built-in multiline plain-text Synopsis.,e96ec683-a782-802c-8008-65fa19493512|e96ec683-a782-802c-8008-65f9fa8f73f4|e96ec683-a782-802c-8008-65fa002ff390|e96ec683-a782-802c-8008-65fa061c369c|e96ec683-a782-802c-8008-65f9f48c32a9|e96ec683-a782-802c-8008-65fa1f2ce4b0|e96ec683-a782-802c-8008-65fa2a7463fd|e96ec683-a782-802c-8008-65fa24b8839c,e96ec683-a782-802c-8008-65f5e1526037|e96ec683-a782-802c-8008-65f68f2c7a00|e96ec683-a782-802c-8008-65f59b7d7f49|e96ec683-a782-802c-8008-65f69039ae10,,,,,,,,,,,A,not_started,
META-002,"Synopsis is editable in Inspector and Cards, globally searchable, and excluded from manuscript export.",e96ec683-a782-802c-8008-65fa19493512|e96ec683-a782-802c-8008-65f9fa8f73f4|e96ec683-a782-802c-8008-65fa002ff390|e96ec683-a782-802c-8008-65fa061c369c|e96ec683-a782-802c-8008-65f9f48c32a9|e96ec683-a782-802c-8008-65fa1f2ce4b0|e96ec683-a782-802c-8008-65fa2a7463fd|e96ec683-a782-802c-8008-65fa24b8839c,e96ec683-a782-802c-8008-65f5e1526037|e96ec683-a782-802c-8008-65f68f2c7a00|e96ec683-a782-802c-8008-65f69039ae10,,,,,,,,,,,A,not_started,
META-003,Users define arbitrary single-line or multiline plain-text metadata fields in Project Settings.,e96ec683-a782-802c-8008-65fa19493512|e96ec683-a782-802c-8008-65f9fa8f73f4|e96ec683-a782-802c-8008-65fa002ff390|e96ec683-a782-802c-8008-65fa061c369c|e96ec683-a782-802c-8008-65f9f48c32a9|e96ec683-a782-802c-8008-65fa1f2ce4b0|e96ec683-a782-802c-8008-65fa2a7463fd|e96ec683-a782-802c-8008-65fa24b8839c|e96ec683-a782-802c-8008-65fac2af3c48,e96ec683-a782-802c-8008-65f5e1526037|e96ec683-a782-802c-8008-65f7064e136b|e96ec683-a782-802c-8008-65f69160b6a2|469ffc7d-964a-806d-8008-6c952fec7805,,,,,,,,,,,A,not_started,
META-004,"Field definitions have stable ID, label, optional description, applicability, optional default, Card visibility, and display order. Direct list reordering changes display order.",e96ec683-a782-802c-8008-65fa19493512|e96ec683-a782-802c-8008-65f9fa8f73f4|e96ec683-a782-802c-8008-65fa002ff390|e96ec683-a782-802c-8008-65fa061c369c|e96ec683-a782-802c-8008-65f9f48c32a9|e96ec683-a782-802c-8008-65fa1f2ce4b0|e96ec683-a782-802c-8008-65fa2a7463fd|e96ec683-a782-802c-8008-65fa24b8839c|e96ec683-a782-802c-8008-65fac2af3c48,e96ec683-a782-802c-8008-65f5e1526037|e96ec683-a782-802c-8008-65f7064e136b|e96ec683-a782-802c-8008-65f69160b6a2|e96ec683-a782-802c-8008-65f6c1031f26,,,,,,,,,,,A,not_started,
META-005,Cards may display only predefined fields; definitions cannot be created or edited from Cards.,e96ec683-a782-802c-8008-65fa19493512|e96ec683-a782-802c-8008-65f9fa8f73f4|e96ec683-a782-802c-8008-65fa002ff390|e96ec683-a782-802c-8008-65fa061c369c|e96ec683-a782-802c-8008-65f9f48c32a9|e96ec683-a782-802c-8008-65fa1f2ce4b0|e96ec683-a782-802c-8008-65fa2a7463fd|e96ec683-a782-802c-8008-65fa24b8839c|e96ec683-a782-802c-8008-65fac2af3c48,e96ec683-a782-802c-8008-65f5e1526037|e96ec683-a782-802c-8008-65f7064e136b|e96ec683-a782-802c-8008-65f69160b6a2|e96ec683-a782-802c-8008-65f6c1031f26,,,,,,,,,,,A,not_started,
META-006,A default value is copied into newly created applicable nodes and is not a live fallback.,e96ec683-a782-802c-8008-65fa19493512|e96ec683-a782-802c-8008-65f9fa8f73f4|e96ec683-a782-802c-8008-65fa002ff390|e96ec683-a782-802c-8008-65fa061c369c|e96ec683-a782-802c-8008-65f9f48c32a9|e96ec683-a782-802c-8008-65fa1f2ce4b0|e96ec683-a782-802c-8008-65fa2a7463fd|e96ec683-a782-802c-8008-65fa24b8839c|e96ec683-a782-802c-8008-65fac2af3c48,e96ec683-a782-802c-8008-65f5e1526037|e96ec683-a782-802c-8008-65f7064e136b|e96ec683-a782-802c-8008-65f69160b6a2,,,,,,,,,,,A,not_started,
META-007,Changing applicability hides existing values without deleting them.,e96ec683-a782-802c-8008-65fa19493512|e96ec683-a782-802c-8008-65f9fa8f73f4|e96ec683-a782-802c-8008-65fa002ff390|e96ec683-a782-802c-8008-65fa061c369c|e96ec683-a782-802c-8008-65f9f48c32a9|e96ec683-a782-802c-8008-65fa1f2ce4b0|e96ec683-a782-802c-8008-65fa2a7463fd|e96ec683-a782-802c-8008-65fa24b8839c|e96ec683-a782-802c-8008-65fac2af3c48,e96ec683-a782-802c-8008-65f5e1526037|e96ec683-a782-802c-8008-65f7064e136b|e96ec683-a782-802c-8008-65f69160b6a2,,,,,,,,,,,A,not_started,
META-008,Deleting a field requires confirmation and removes current values; History can restore them.,e96ec683-a782-802c-8008-65fa19493512|e96ec683-a782-802c-8008-65f9fa8f73f4|e96ec683-a782-802c-8008-65fa002ff390|e96ec683-a782-802c-8008-65fa061c369c|e96ec683-a782-802c-8008-65f9f48c32a9|e96ec683-a782-802c-8008-65fa1f2ce4b0|e96ec683-a782-802c-8008-65fa2a7463fd|e96ec683-a782-802c-8008-65fa24b8839c|e96ec683-a782-802c-8008-65fac2af3c48,e96ec683-a782-802c-8008-65f5e1526037|e96ec683-a782-802c-8008-65f7064e136b|e96ec683-a782-802c-8008-65f69160b6a2,,,,,,,,,,,A,not_started,
META-009,Renaming a field preserves values because stable ID defines identity.,e96ec683-a782-802c-8008-65fa19493512|e96ec683-a782-802c-8008-65f9fa8f73f4|e96ec683-a782-802c-8008-65fa002ff390|e96ec683-a782-802c-8008-65fa061c369c|e96ec683-a782-802c-8008-65f9f48c32a9|e96ec683-a782-802c-8008-65fa1f2ce4b0|e96ec683-a782-802c-8008-65fa2a7463fd|e96ec683-a782-802c-8008-65fa24b8839c|e96ec683-a782-802c-8008-65fac2af3c48,e96ec683-a782-802c-8008-65f5e1526037|e96ec683-a782-802c-8008-65f7064e136b|e96ec683-a782-802c-8008-65f69160b6a2,,,,,,,,,,,A,not_started,
META-010,Metadata-field templates are deferred.,,,,,,,,,,,,,A,not_started,
META-011,The metadata-field list supports direct reordering and per-field deletion.,,,,,,,,,,,,,A,not_started,
CMT-001,"Documents support range, cursor-position, and document-level comments.",e96ec683-a782-802c-8008-65fa19493512|e96ec683-a782-802c-8008-65f9fa8f73f4|e96ec683-a782-802c-8008-65fa002ff390|e96ec683-a782-802c-8008-65fa061c369c|e96ec683-a782-802c-8008-65f9f48c32a9|e96ec683-a782-802c-8008-65f83837a5e5|e96ec683-a782-802c-8008-65fa1f2ce4b0|e96ec683-a782-802c-8008-65fa2a7463fd|e96ec683-a782-802c-8008-65fa24b8839c,e96ec683-a782-802c-8008-65f6926d4e0f,,,,,,,,,,,A,not_started,
CMT-002,A comment is a thread with a root message and collapsible chronological replies. Every thread visibly distinguishes unresolved and resolved state without relying on color alone.,e96ec683-a782-802c-8008-65fa19493512|e96ec683-a782-802c-8008-65f9fa8f73f4|e96ec683-a782-802c-8008-65fa002ff390|e96ec683-a782-802c-8008-65fa061c369c|e96ec683-a782-802c-8008-65f9f48c32a9|c6b492ab-8095-8078-8008-6702042ef83c|e96ec683-a782-802c-8008-65f83837a5e5|e96ec683-a782-802c-8008-65fa1f2ce4b0|e96ec683-a782-802c-8008-65fa2a7463fd|e96ec683-a782-802c-8008-65fa24b8839c|e96ec683-a782-802c-8008-65fb59b02e93|e96ec683-a782-802c-8008-65fb56ee8f75,e96ec683-a782-802c-8008-65f693791b92|e96ec683-a782-802c-8008-65f6926d4e0f,,,,,,,,,,,A,not_started,
CMT-003,"Each thread provides an in-thread reply composer. Users can add replies, edit/delete messages, resolve, and reopen. Threads appear in one list without separate resolved/unresolved sections.",e96ec683-a782-802c-8008-65fa19493512|e96ec683-a782-802c-8008-65f9fa8f73f4|e96ec683-a782-802c-8008-65fa002ff390|e96ec683-a782-802c-8008-65fa061c369c|e96ec683-a782-802c-8008-65f9f48c32a9|c6b492ab-8095-8078-8008-6702042ef83c|e96ec683-a782-802c-8008-65f83837a5e5|e96ec683-a782-802c-8008-65fa1f2ce4b0|e96ec683-a782-802c-8008-65fa2a7463fd|e96ec683-a782-802c-8008-65fa24b8839c|e96ec683-a782-802c-8008-65fb59b02e93|e96ec683-a782-802c-8008-65fb56ee8f75,e96ec683-a782-802c-8008-65f693791b92|e96ec683-a782-802c-8008-65f694827b40|e96ec683-a782-802c-8008-65f6926d4e0f,,,,,,,,,,,A,not_started,
CMT-004,Comment bodies are plain text with paragraph breaks.,e96ec683-a782-802c-8008-65fa19493512|e96ec683-a782-802c-8008-65f9fa8f73f4|e96ec683-a782-802c-8008-65fa002ff390|e96ec683-a782-802c-8008-65fa061c369c|e96ec683-a782-802c-8008-65f9f48c32a9|e96ec683-a782-802c-8008-65f83837a5e5|e96ec683-a782-802c-8008-65fa1f2ce4b0|e96ec683-a782-802c-8008-65fa2a7463fd|e96ec683-a782-802c-8008-65fa24b8839c,e96ec683-a782-802c-8008-65f693791b92|e96ec683-a782-802c-8008-65f694827b40|e96ec683-a782-802c-8008-65f6926d4e0f,,,,,,,,,,,A,not_started,
CMT-005,Comments appear in the active document's Inspector and at editor anchors. A document Inspector always includes Comments or an explicit empty state.,e96ec683-a782-802c-8008-65fa19493512|e96ec683-a782-802c-8008-65f9fa8f73f4|e96ec683-a782-802c-8008-65fa002ff390|e96ec683-a782-802c-8008-65fa061c369c|e96ec683-a782-802c-8008-65f9f48c32a9|e96ec683-a782-802c-8008-65f83837a5e5|e96ec683-a782-802c-8008-65fa1f2ce4b0|e96ec683-a782-802c-8008-65fa2a7463fd|e96ec683-a782-802c-8008-65fa24b8839c,e96ec683-a782-802c-8008-65f6958ed787|e96ec683-a782-802c-8008-65f6926d4e0f|e96ec683-a782-802c-8008-65f5e1526037,,,,,,,,,,,A,not_started,
CMT-006,Selecting a comment scrolls to and highlights its anchor in the last-focused view of that document.,e96ec683-a782-802c-8008-65fa19493512|e96ec683-a782-802c-8008-65f9fa8f73f4|e96ec683-a782-802c-8008-65fa002ff390|e96ec683-a782-802c-8008-65fa061c369c|e96ec683-a782-802c-8008-65f9f48c32a9|e96ec683-a782-802c-8008-65f83837a5e5|e96ec683-a782-802c-8008-65fa1f2ce4b0|e96ec683-a782-802c-8008-65fa2a7463fd|e96ec683-a782-802c-8008-65fa24b8839c,e96ec683-a782-802c-8008-65f6958ed787|e96ec683-a782-802c-8008-65f6926d4e0f,,,,,,,,,,,A,not_started,
CMT-007,The editor context menu provides Add Comment for the current selection or cursor. Selecting text does not add a floating affordance.,e96ec683-a782-802c-8008-65fa19493512|e96ec683-a782-802c-8008-65f9fa8f73f4|e96ec683-a782-802c-8008-65fa002ff390|e96ec683-a782-802c-8008-65fa061c369c|e96ec683-a782-802c-8008-65f9f48c32a9|e96ec683-a782-802c-8008-660965c89f60|c6b492ab-8095-8078-8008-6702042ef83c|e96ec683-a782-802c-8008-65f83837a5e5|e96ec683-a782-802c-8008-65fa1f2ce4b0|e96ec683-a782-802c-8008-65fa2a7463fd|e96ec683-a782-802c-8008-65fa24b8839c|e96ec683-a782-802c-8008-65fb59b02e93|e96ec683-a782-802c-8008-65fb56ee8f75,e96ec683-a782-802c-8008-65f6926d4e0f|e96ec683-a782-802c-8008-66077a35ef6c|e96ec683-a782-802c-8008-65f5a0f731ac,,,,,,,,,,,A,not_started,
CMT-008,"With no selection, Add Comment creates a position comment; the Comments panel can create a document-level comment.",e96ec683-a782-802c-8008-65fa19493512|e96ec683-a782-802c-8008-65f9fa8f73f4|e96ec683-a782-802c-8008-65fa002ff390|e96ec683-a782-802c-8008-65fa061c369c|e96ec683-a782-802c-8008-65f9f48c32a9|e96ec683-a782-802c-8008-65f83837a5e5|e96ec683-a782-802c-8008-65fa1f2ce4b0|e96ec683-a782-802c-8008-65fa2a7463fd|e96ec683-a782-802c-8008-65fa24b8839c,e96ec683-a782-802c-8008-65f6926d4e0f,,,,,,,,,,,A,not_started,
CMT-009,Comments are stored in JSON sidecars outside canonical HTML prose.,e96ec683-a782-802c-8008-65fa19493512|e96ec683-a782-802c-8008-65f9fa8f73f4|e96ec683-a782-802c-8008-65fa002ff390|e96ec683-a782-802c-8008-65fa061c369c|e96ec683-a782-802c-8008-65f9f48c32a9|e96ec683-a782-802c-8008-65f83837a5e5|e96ec683-a782-802c-8008-65fa1f2ce4b0|e96ec683-a782-802c-8008-65fa2a7463fd|e96ec683-a782-802c-8008-65fa24b8839c,,,,,,,,,,,,A,not_started,
CMT-010,"Text anchors include stable block ID, range, quotation, and context sufficient for conservative reattachment.",e96ec683-a782-802c-8008-65fa19493512|e96ec683-a782-802c-8008-65f9fa8f73f4|e96ec683-a782-802c-8008-65fa002ff390|e96ec683-a782-802c-8008-65fa061c369c|e96ec683-a782-802c-8008-65f9f48c32a9|e96ec683-a782-802c-8008-65f83837a5e5|e96ec683-a782-802c-8008-65fa1f2ce4b0|e96ec683-a782-802c-8008-65fa2a7463fd|e96ec683-a782-802c-8008-65fa24b8839c,e96ec683-a782-802c-8008-65f6958ed787,,,,,,,,,,,A,not_started,
CMT-011,Editor changes map anchors; ambiguous recovery or transformation orphans a comment rather than attaching it incorrectly.,e96ec683-a782-802c-8008-65fa19493512|e96ec683-a782-802c-8008-65f9fa8f73f4|e96ec683-a782-802c-8008-65fa002ff390|e96ec683-a782-802c-8008-65fa061c369c|e96ec683-a782-802c-8008-65f9f48c32a9|e96ec683-a782-802c-8008-65f83837a5e5|e96ec683-a782-802c-8008-65fa1f2ce4b0|e96ec683-a782-802c-8008-65fa2a7463fd|e96ec683-a782-802c-8008-65fa24b8839c|e96ec683-a782-802c-8008-65fb59b02e93,e96ec683-a782-802c-8008-65f6958ed787|e96ec683-a782-802c-8008-65f69699fe2b,,,,,,,,,,,A,not_started,
CMT-012,Orphaned comments remain visible and can be reattached or converted to document-level.,e96ec683-a782-802c-8008-65fa19493512|e96ec683-a782-802c-8008-65f9fa8f73f4|e96ec683-a782-802c-8008-65fa002ff390|e96ec683-a782-802c-8008-65fa061c369c|e96ec683-a782-802c-8008-65f9f48c32a9|e96ec683-a782-802c-8008-65f83837a5e5|e96ec683-a782-802c-8008-65fa1f2ce4b0|e96ec683-a782-802c-8008-65fa2a7463fd|e96ec683-a782-802c-8008-65fa24b8839c|e96ec683-a782-802c-8008-65fb59b02e93,e96ec683-a782-802c-8008-65f69699fe2b,,,,,,,,,,,A,not_started,
CMT-013,Comments are not copied when a document is duplicated.,,,,,,,,,,,,,A,not_started,
CMT-014,Comments are excluded from export and v1 global search.,,,,,,,,,,,,,A,not_started,
CARD-001,"Cards is an alternate projection of the same hierarchy, titles, Synopsis, metadata, ordering, and selection model used by Editor mode.",e96ec683-a782-802c-8008-65f92923c1da|e96ec683-a782-802c-8008-65f91ad51384|e96ec683-a782-802c-8008-65f93f232290|e96ec683-a782-802c-8008-65f95dbbe446|e96ec683-a782-802c-8008-65f906f35093|e96ec683-a782-802c-8008-65f9119c4804,,,,,,,,,,,,A,not_started,
CARD-002,"v1 uses one vertically ordered, virtualized hierarchy rather than a multi-column corkboard.",e96ec683-a782-802c-8008-65f92923c1da|e96ec683-a782-802c-8008-65f91ad51384|e96ec683-a782-802c-8008-65f93f232290|e96ec683-a782-802c-8008-65f95dbbe446|e96ec683-a782-802c-8008-65f906f35093|e96ec683-a782-802c-8008-65f9119c4804,e96ec683-a782-802c-8008-65f699c6475e,,,,,,,,,,,A,not_started,
CARD-003,"Cards preserve hierarchy, allow groups to expand/collapse, and expose the current drag destination.",e96ec683-a782-802c-8008-65f92923c1da|e96ec683-a782-802c-8008-65f91ad51384|e96ec683-a782-802c-8008-65f93f232290|e96ec683-a782-802c-8008-65f95dbbe446|e96ec683-a782-802c-8008-65f906f35093|e96ec683-a782-802c-8008-65f9119c4804,e96ec683-a782-802c-8008-65f6bfdd12c6,,,,,,,,,,,A,not_started,
CARD-004,Dropping onto a group moves the node into that group.,e96ec683-a782-802c-8008-65f92923c1da|e96ec683-a782-802c-8008-65f91ad51384|e96ec683-a782-802c-8008-65f93f232290|e96ec683-a782-802c-8008-65f95dbbe446|e96ec683-a782-802c-8008-65f906f35093|e96ec683-a782-802c-8008-65f9119c4804,e96ec683-a782-802c-8008-65f6bfdd12c6,,,,,,,,,,,A,not_started,
CARD-005,"Cards supports Manuscript and Research, defaulting to Manuscript.",e96ec683-a782-802c-8008-65f92923c1da|e96ec683-a782-802c-8008-65f91ad51384|e96ec683-a782-802c-8008-65f93f232290|e96ec683-a782-802c-8008-65f95dbbe446|e96ec683-a782-802c-8008-65f906f35093|e96ec683-a782-802c-8008-65f9119c4804,,,,,,,,,,,,A,not_started,
CARD-006,"Group and document Cards display title, Synopsis, and applicable configured metadata. Title and Synopsis may be edited where designed; metadata values are read-only and edited through Inspector.",e96ec683-a782-802c-8008-65f92923c1da|e96ec683-a782-802c-8008-65f91ad51384|e96ec683-a782-802c-8008-65f93f232290|e96ec683-a782-802c-8008-65f95dbbe446|e96ec683-a782-802c-8008-65f906f35093|e96ec683-a782-802c-8008-65f9119c4804,e96ec683-a782-802c-8008-65f699c6475e|e96ec683-a782-802c-8008-65f6c1031f26,,,,,,,,,,,A,not_started,
CARD-007,Explorer and Inspector remain available around Cards.,e96ec683-a782-802c-8008-65f92923c1da|e96ec683-a782-802c-8008-65f91ad51384|e96ec683-a782-802c-8008-65f93f232290|e96ec683-a782-802c-8008-65f95dbbe446|e96ec683-a782-802c-8008-65f906f35093|e96ec683-a782-802c-8008-65f9119c4804,,,,,,,,,,,,A,not_started,
CARD-008,Activating a document switches to Editor and opens it. Group disclosure or Card body expands/collapses the group without narrowing to a subtree.,e96ec683-a782-802c-8008-65f92923c1da|e96ec683-a782-802c-8008-65f91ad51384|e96ec683-a782-802c-8008-65f93f232290|e96ec683-a782-802c-8008-65f95dbbe446|e96ec683-a782-802c-8008-65f906f35093|e96ec683-a782-802c-8008-65f9119c4804,,,,,,,,,,,,A,not_started,
CARD-009,Cards and Explorer share multi-selection and applicable move/copy/cut behavior.,e96ec683-a782-802c-8008-65f92923c1da|e96ec683-a782-802c-8008-65f91ad51384|e96ec683-a782-802c-8008-65f93f232290|e96ec683-a782-802c-8008-65f95dbbe446|e96ec683-a782-802c-8008-65f906f35093|e96ec683-a782-802c-8008-65f9119c4804,e96ec683-a782-802c-8008-65f6bfdd12c6,,,,,,,,,,,A,not_started,
CARD-010,A Status value appears only when the project defines and exposes that field.,,,,,,,,,,,,,A,not_started,
SEARCH-001,`Find` opens local search in the focused editor view. Matches are indicated directly in editor content and local Find is hidden when inactive.,e96ec683-a782-802c-8008-65f8414ccd0f,e96ec683-a782-802c-8008-65f6476c9d47,,,,,,,,,,,A,not_started,
SEARCH-002,Each view has independent local-search state.,e96ec683-a782-802c-8008-65f8414ccd0f,e96ec683-a782-802c-8008-65f6476c9d47,,,,,,,,,,,A,not_started,
SEARCH-003,Enter and Shift+Enter navigate results; Escape closes local search and restores focus. Replacement controls are initially collapsed.,e96ec683-a782-802c-8008-65f8414ccd0f|e96ec683-a782-802c-8008-65f84b13b6c6,e96ec683-a782-802c-8008-65f6476c9d47,,,,,,,,,,,A,not_started,
SEARCH-004,Local search supports case-sensitive and whole-word matching and distinguishes the active match.,e96ec683-a782-802c-8008-65f8414ccd0f,e96ec683-a782-802c-8008-65f6476c9d47|469ffc7d-964a-806d-8008-6c9699f2bd9f,,,,,,,,,,,A,not_started,
SEARCH-005,Local replacement participates in document undo.,e96ec683-a782-802c-8008-65f84b13b6c6,,,,,,,,,,,,A,not_started,
SEARCH-006,"Global Search opens from the Explorer header, replaces Explorer in the left sidebar, and provides an explicit return. Replacement review uses the middle workspace pane.",e96ec683-a782-802c-8008-65f9c16a2709|e96ec683-a782-802c-8008-65f9a2cffacf|e96ec683-a782-802c-8008-65f9972c44e6|e96ec683-a782-802c-8008-65f9bbc1b569|e96ec683-a782-802c-8008-65f9c73f12a6|e96ec683-a782-802c-8008-65f99d3542bd,e96ec683-a782-802c-8008-65f6f12da672|e96ec683-a782-802c-8008-65f6f5a72f9f|e96ec683-a782-802c-8008-6607f362d598,,,,,,,,,,,A,not_started,
SEARCH-007,v1 Global Search always searches the entire project and shows no scope selector.,e96ec683-a782-802c-8008-65f9c16a2709|e96ec683-a782-802c-8008-65f9a2cffacf|e96ec683-a782-802c-8008-65f9972c44e6|e96ec683-a782-802c-8008-65f9bbc1b569|e96ec683-a782-802c-8008-65f9c73f12a6|e96ec683-a782-802c-8008-65f99d3542bd,e96ec683-a782-802c-8008-65f6f12da672,,,,,,,,,,,A,not_started,
SEARCH-008,"Searchable fields are document body, display title, Synopsis, and user-defined metadata.",e96ec683-a782-802c-8008-65f9c16a2709|e96ec683-a782-802c-8008-65f9a2cffacf|e96ec683-a782-802c-8008-65f9972c44e6|e96ec683-a782-802c-8008-65f9bbc1b569|e96ec683-a782-802c-8008-65f9c73f12a6|e96ec683-a782-802c-8008-65f99d3542bd,e96ec683-a782-802c-8008-65f6f48f6b39|e96ec683-a782-802c-8008-65f6f3773e63,,,,,,,,,,,A,not_started,
